stream_id,day_date_id,time_of_day_id,user_id,user_name,category_id,language_id,viewer_count,hours_watched
315616034023,20251229,1745,71327719,namesix1,21779,en,48,12.0
315590627831,20251229,1745,469786996,ElEddyt,21779,es,48,12.0
315766068581,20251229,1745,108540251,RuleXD,21779,en,47,11.75
315539903076,20251229,1745,1168708457,YeuxBleus_13,32399,fr,47,11.75
316776918902,20251229,1745,653493228,pela_dego,32399,es,47,11.75
316827833690,20251229,1745,40819324,KikoHinata,21779,en,46,11.5
315059606098,20251229,1745,884814574,nixtherah,21779,ru,45,11.25
316778262006,20251229,1745,666184201,Hopitoo,21779,es,45,11.25
316484355164,20251229,1745,248928948,alexkadison,21779,en,45,11.25
316912799988,20251229,1745,117506571,khizhacs,21779,es,44,11.0
316911003892,20251229,1745,665201990,zbolinha2,21779,pt,44,11.0
315012768085,20251229,1745,120861798,skl1f2004,32399,ru,44,11.0
316824797146,20251229,1745,199319147,TridTTV,32399,en,44,11.0
315850966630,20251229,1745,48290250,fanboyPL,32399,pl,44,11.0
316191980887,20251229,1745,835201458,JustKiryy,21779,es,44,11.0
316827236698,20251229,1745,49683142,Kickstart,21779,en,43,10.75
316911165172,20251229,1745,133590642,DaviCoraca,32399,pt,43,10.75
316536957662,20251229,1745,498073401,Cynarine,21779,en,43,10.75
316601994080,20251229,1745,546742447,KingZapp6,32399,en,43,10.75
316542051422,20251229,1745,126617945,5ft3,21779,en,41,10.25
316778761718,20251229,1745,145603167,ocanaldogyba,32399,pt,41,10.25
316946593755,20251229,1745,478108616,linnaqt,21779,es,41,10.25
315539060964,20251229,1745,218525882,Jifeyn,21779,fr,40,10.0
316598888928,20251229,1745,240478061,Thyzok_,21779,en,40,10.0
316857913845,20251229,1745,89654359,tris_mara,32399,pt,40,10.0
315770756581,20251229,1745,49350669,kADZIU1337,32399,pl,40,10.0
316604522976,20251229,1745,25713741,Allorim,21779,en,39,9.75
315039944662,20251229,1745,837838860,biksanutaya,32399,ru,39,9.75
315509135970,20251229,1745,201725679,Creepano,21779,fr,39,9.75
315771171429,20251229,1745,141813051,300CLOWNFIESTA,21779,de,39,9.75
316910177780,20251229,1745,174724831,Brunox1001,21779,pt,38,9.5
316190392023,20251229,1745,42373551,Marples,21779,en,38,9.5
315770149733,20251229,1745,113936131,nu_gy,21779,cs,38,9.5
316935366875,20251229,1745,546104789,Hoodiestealerr,32399,en,36,9.0
315586209015,20251229,1745,50815446,SaltyTeemo,21779,en,36,9.0
316777909878,20251229,1745,114122200,NoxtriX_,21779,es,35,8.75
316191245271,20251229,1745,175599721,chickenwithboba,21779,en,35,8.75
315013241045,20251229,1745,103926426,magn9009,32399,da,35,8.75
316912205044,20251229,1745,480162754,G1G0cs,32399,es,34,8.5
315275322737,20251229,1745,218205654,なつめろる,21779,ja,34,8.5
316759788121,20251229,1745,142947950,Aiyae,21779,en,34,8.5
316944757083,20251229,1745,125223283,KEROVSKI,32399,en,34,8.5
316911112180,20251229,1745,48864320,gabyvraau,32399,pt,34,8.5
316912761204,20251229,1745,105277602,n3mesisfps_,32399,pt,33,8.25
315013155797,20251229,1745,779447148,dexstri1,32399,ru,33,8.25
315329865075,20251229,1745,801009778,やまだせんせい,21779,ja,33,8.25
315282470642,20251229,1745,551278019,いれりあぬーぶ,21779,ja,33,8.25
315510151266,20251229,1745,714036217,saritalarubia,32399,es,32,8.0
315167840874,20251229,1745,221210762,草草不在,21779,zh,32,8.0
315595467879,20251229,1745,609267282,Slow_blade,21779,ro,32,8.0
315769749477,20251229,1745,32693148,MAUschine,32399,de,31,7.75
315560362211,20251229,1745,1313106970,ValenzinhaTV,32399,pt,30,7.5
315509684322,20251229,1745,162478860,Mamadou_2610,21779,fr,30,7.5
315770505701,20251229,1745,122776924,Meeyu,21779,pl,29,7.25
315852922086,20251229,1745,740152901,sandracriminal,21779,ru,28,7.0
316827035482,20251229,1745,178251057,reemugh,21779,en,27,6.75
316857683573,20251229,1745,147926437,emilly,21779,pt,22,5.5
315059986644,20251229,1745,85281492,dede_of,32399,ru,39,9.75
315329981939,20251229,1745,737809098,るーるるるたぁあん,21779,ja,38,9.5
316858400245,20251229,1745,150453806,erityyy,21779,pt,36,9.0
316944733659,20251229,1745,213774276,ddomukja,21779,en,36,9.0
315853120358,20251229,1745,460898269,nevir9,21779,en,36,9.0
315168112106,20251229,1745,52434696,咪寶_,21779,zh,33,8.25
316909285364,20251229,1745,891524489,BobSiqueira,32399,pt,32,8.0
316912807796,20251229,1745,462229683,ItzRomii,21779,es,32,8.0
316858678645,20251229,1745,138877796,Squallzera,21779,pt,32,8.0
316484679772,20251229,1745,791684392,Triton,21779,en,32,8.0
315040732374,20251229,1745,427161990,m1sosoup,21779,el,31,7.75
316480901468,20251229,1745,109157055,Eisukelol,21779,en,30,7.5
316857208437,20251229,1745,186926337,bidizzz,32399,pt,30,7.5
316778506870,20251229,1745,179061575,Biiann_,21779,es,29,7.25
316192487127,20251229,1745,442310880,luumiiee,21779,en,29,7.25
316944284635,20251229,1745,550747573,wundrew,21779,en,29,7.25
315853301606,20251229,1745,723971970,XKriuySV1R,21779,bg,29,7.25
315770051301,20251229,1745,185648905,PraetorianS_TV,32399,tr,29,7.25
316601570400,20251229,1745,509081895,KaryNan,21779,es,28,7.0
316856135285,20251229,1745,62668114,Zarigueyaa,21779,es,28,7.0
315283543410,20251229,1745,705218431,39ggtwitch,21779,ja,28,7.0
316603978720,20251229,1745,260731475,GalaxyGoldfish,21779,en,28,7.0
315041103574,20251229,1745,814271133,neekodonna,21779,en,28,7.0
315039971030,20251229,1745,734270881,lriskka,32399,ru,28,7.0
316777076598,20251229,1745,629865730,hinure,21779,pt,28,7.0
315103561576,20251229,1745,1160124435,鯉叛りはん,21779,zh,27,6.75
315274335217,20251229,1745,220417207,bearsmile,21779,th,27,6.75
315059878996,20251229,1745,726959140,L_E_M_O_N_E_R,32399,ru,27,6.75
316856686197,20251229,1745,476625558,letiqx,21779,pt,27,6.75
315560060003,20251229,1745,86201372,NGKShodaime,21779,fr,27,6.75
316762320857,20251229,1745,145046857,SleepyMinji,21779,en,27,6.75
316598806496,20251229,1745,85389044,icomacho,21779,es,27,6.75
315059272660,20251229,1745,50032650,kaiitania,21779,en,26,6.5
316858537461,20251229,1745,490667415,Suuee_,21779,es,26,6.5
315283436914,20251229,1745,880986845,むむ子,21779,ja,26,6.5
315767729253,20251229,1745,151715316,ZaggiDK,32399,en,26,6.5
316775526902,20251229,1745,189972767,Maviic,32399,pt,26,6.5
316778644854,20251229,1745,802788803,thunderxblood,32399,pt,26,6.5
316541233630,20251229,1745,172771086,Tiffany,21779,en,26,6.5
315282508402,20251229,1745,1029285663,寝子乃きこ,21779,ja,26,6.5
316777924982,20251229,1745,140454845,toniobicudo,21779,es,25,6.25
315040004438,20251229,1745,818057696,lilfroglera,32399,ru,25,6.25
316910078580,20251229,1745,208098581,Giftzinga,21779,pt,25,6.25
315166788970,20251229,1745,40589952,sho3zz,21779,en,24,6.0
315041421398,20251229,1745,524779673,shaggyperson,32399,ru,24,6.0
315509517666,20251229,1745,57324391,rolcage,21779,pt,24,6.0
316777443702,20251229,1745,148711191,Redragon_ES,32399,es,24,6.0
316828513754,20251229,1745,1030419837,marcqwuan_reid,21779,en,24,6.0
316857386101,20251229,1745,22128616,DARK817,32399,pt,24,6.0
316778723446,20251229,1745,938264177,Hikikomori1945,21779,pt,24,6.0
315766550373,20251229,1745,123463086,McEcl,21779,de,24,6.0
315508882274,20251229,1745,844550406,Lauwdaa,21779,fr,23,5.75
315506897378,20251229,1745,201643663,volviix_LoL,21779,fr,23,5.75
316478356828,20251229,1745,479374489,BrimboJingus,21779,en,23,5.75
316536378846,20251229,1745,117625885,andysilva100,21779,en,23,5.75
316857489909,20251229,1745,449493130,zangief_bolado,32399,pt,23,5.75
316001827160,20251229,1745,147952959,BeefCastleTTV,21779,en,23,5.75
315771105637,20251229,1745,471648167,youliaa_,32399,pl,22,5.5
316775949686,20251229,1745,111883346,theploze,21779,pt,22,5.5
316764819417,20251229,1745,494054033,JebbieDesu,21779,en,22,5.5
316191746007,20251229,1745,14226214,VMan7,21779,en,22,5.5
315852567270,20251229,1745,500459336,milayafps,32399,de,22,5.5
315770653797,20251229,1745,776584074,Aili3_,21779,sk,22,5.5
316947719259,20251229,1745,1271743043,thatmigrant,32399,en,22,5.5
316603439456,20251229,1745,539290465,Heavylyne,21779,en,22,5.5
315076933075,20251229,1745,36981633,Sallanman_Cat,21779,es,22,5.5
316947338075,20251229,1745,72698476,Lady_Liltalen,21779,en,22,5.5
315610008935,20251229,1745,28604133,esport1tv,32399,hu,22,5.5
316190039255,20251229,1745,85025654,Pykeologist,21779,en,21,5.25
315146459881,20251229,1745,1136627426,露娜醬油,21779,zh,21,5.25
315041224150,20251229,1745,1022711222,3p3thy,32399,ru,21,5.25
315012662741,20251229,1745,482615585,gramc1337,32399,da,21,5.25
316856748277,20251229,1745,838032623,Matosai,21779,pt,21,5.25
316002308312,20251229,1745,65209814,Julesflows,21779,es,21,5.25
316603467488,20251229,1745,63487078,inarixTV,21779,en,21,5.25
316777489526,20251229,1745,99984506,pibaldi,32399,es,21,5.25
316776074614,20251229,1745,901165209,isatiton_,32399,pt,21,5.25
316761619545,20251229,1745,626317774,21souls,21779,es,20,5.0
316858715765,20251229,1745,89890669,MOOcega,21779,pt,20,5.0
315274286705,20251229,1745,515892188,悠月ユウ,21779,ja,20,5.0
316854939637,20251229,1745,89670292,Larxfps,32399,pt,20,5.0
315541018980,20251229,1745,56945561,Demonia_Infernalis,21779,it,20,5.0
316542775902,20251229,1745,972517824,deadgrl0,21779,en,20,5.0
316778055414,20251229,1745,491536016,tvNute,21779,es,19,4.75
315541407332,20251229,1745,122131229,Malhiak,32399,fr,19,4.75
315076821971,20251229,1745,869201108,kaynshed,21779,en,19,4.75
316765432025,20251229,1745,752130165,MarleeAndUs,21779,en,19,4.75
315040835670,20251229,1745,148324833,sattu_mahaa_runsaasti,32399,fi,19,4.75
316912599412,20251229,1745,72829037,Weox13,21779,es,19,4.75
316912277748,20251229,1745,146003129,danfps1,32399,pt,19,4.75
315275454577,20251229,1745,600440716,みずのちゃん,21779,ja,19,4.75
314781178606,20251229,1745,554228888,ちょわん,21779,ja,18,4.5
316909213428,20251229,1745,160785421,RomaxAnn,21779,es,18,4.5
315558256739,20251229,1745,722829835,TatoonB,21779,fr,18,4.5
315559915747,20251229,1745,577733820,jxdeaa,21779,fr,17,4.25
316541640414,20251229,1745,68698993,PetriciteLoL,21779,en,17,4.25
316767359833,20251229,1745,44520551,Krinkerton,32399,en,16,4.0
315037615441,20251229,1745,153860489,CRISTINUSKY,32399,es,16,4.0
316913030644,20251229,1745,76869523,Brnz1k,32399,pt,37,9.25
316605498080,20251229,1745,60293758,Raveydemon,21779,en,28,7.0
315013650517,20251229,1745,685719915,Sallvatrix,21779,pl,25,6.25
316777774326,20251229,1745,192610529,Paris,21779,pt,24,6.0
315558269539,20251229,1745,1156005020,LordJon_PT,32399,pt,24,6.0
316912854260,20251229,1745,158453706,Daniely_RM,21779,pt,24,6.0
316541583966,20251229,1745,112509845,dracoiwnl,21779,en,23,5.75
316191772375,20251229,1745,72593160,Shintalx,21779,es,22,5.5
315036675409,20251229,1745,777867939,akioru_,32399,en,22,5.5
316779052918,20251229,1745,159378327,LC_Esports,21779,es,22,5.5
316857693301,20251229,1745,473323112,afmfps,32399,pt,21,5.25
316541776734,20251229,1745,72590165,MsMungy,32399,en,21,5.25
316909388532,20251229,1745,526407867,tober420x,32399,es,21,5.25
316908749556,20251229,1745,4299199,xaissem,32399,pt,21,5.25
315275317873,20251229,1745,1083429746,天然スイ_,21779,ja,21,5.25
