category_id,game_mode_id
936822813,1
1131336879,2
1131336879,3
1131336879,5
756802928,1
756802928,2
756802928,3
1127193950,1
207506430,1
207506430,2
207506430,5
1088478699,1
1088478699,3
1088478699,4
893956103,1
1630435000,1
1471805955,1
582430476,1
582430476,2
582430476,3
1067610348,1
1313351584,1
1313351584,2
398887011,1
1320785158,1
1320785158,2
1320785158,3
2755,1
2755,2
16051,1
16051,2
16051,3
16051,5
9954,2
9954,5
1260,1
1260,2
18893,1
3947,1
18703,1
29099,1
23894,1
23894,2
23894,3
23894,4
18808,1
18808,2
18808,3
18808,4
14890,1
9435,1
6086,1
26175,2
26175,5
8676,1
30740,1
18871,1
18871,2
18871,4
1818,1
22693,1
22693,3
207,1
207,2
458443,1
68000,1
313197,1
313197,2
369075,1
369075,2
369075,3
369075,4
460636,1
460636,2
460636,3
7022,1
7022,2
7022,3
431065997,1
476269,1
476269,2
491115,2
491115,3
489335,1
490644,1
490644,2
490644,3
5109,1
497456,1
493597,2
493597,3
493597,5
494806,1
941530474,1
941530474,2
941530474,4
491266,1
497440,2
2009501022,1
2009501022,2
2009501022,3
497467,1
497467,2
497467,3
497454,1
20941,2
20941,3
20941,5
498289,1
498289,2
498289,3
498289,5
497916,1
498807,1
499888,1
499856,1
506078,1
506078,2
506078,3
506407,1
506407,2
506407,3
506468,1
506468,2
506468,3
31434,5
512070,1
512034,1
512708,1
512708,2
512971,2
510911,1
513501,2
457975278,5
515584,1
515584,2
517109,1
517109,2
517109,3
512864,2
512864,6
519103,1
519103,2
519103,3
310427916,1
1594393054,1
1280358639,1
1280358639,2
1280358639,3
1540116959,1
843201057,1
843201057,2
843201057,3
1028198402,1
965771331,1
847128914,1
1454243467,1
1414211237,1
1414211237,2
1414211237,3
1470211036,1
1975639786,1
1330093788,1
957620847,1
898206463,1
264231625,2
264231625,6
252812003,1
1133341572,1
1297497516,1
1023750977,2
1023750977,3
1023750977,5
1846570260,1
1846570260,2
712125648,2
712125648,3
364677525,1
942317893,1
942317893,2
942317893,3
1846512643,1
1846512643,2
1846512643,3
1749963163,1
1749963163,2
1749963163,3
2124871354,1
2124871354,2
2124871354,3
1519446996,1
17839189,5
2059463486,1
567262878,1
1308902712,1
1513709213,2
2083664704,1
18958,1
2274,1
16580,1
16580,2
18181,1
9891,1
19423,1
22393,1
22393,2
22393,3
22393,4
32345,1
32345,2
32345,3
32345,4
10979,1
33437,1
33437,2
33437,3
13765,1
13765,2
13765,4
65950,1
65950,2
65950,3
7182,1
2209,1
5288,5
16890,1
16890,2
16890,4
17227,1
17227,2
17227,4
8466,1
8466,2
8466,4
370472,1
370472,2
458912,1
460620,1
460620,3
459064,1
459064,2
459064,3
490374,1
494162,1
489567,1
490500,1
490500,2
416015,1
416015,2
416015,3
416015,5
15323,1
510117,1
460102,1
460102,2
460102,3
489721,1
491327,1
492546,1
492546,2
492546,3
505705,1
497304,1
497304,2
497304,3
497304,5
504462,1
504462,2
504462,3
504462,4
503018,5
29106,1
506274,1
506462,1
508948,1
508948,2
508948,5
518006,1
512998,1
513589,1
513589,2
513589,5
514166,1
514888,1
514888,2
899565932,1
517330,1
519272,1
1275666892,1
1275666892,2
1275666892,3
1829367372,1
1735523241,1
477532253,1
477532253,2
477532253,3
394801804,1
1581126534,1
1471416868,1
1471416868,2
1471416868,3
629203203,1
1678052513,1
1678052513,2
1678052513,3
1678052513,4
1407096487,1
1743359147,2
1668881185,1
1668881185,2
1668881185,3
468533702,1
468533702,2
468533702,3
468533702,5
940188387,1
273333352,1
2121806469,1
1393020629,1
1393020629,3
1393020629,5
1734202623,1
1734202623,2
1734202623,3
1630297266,1
1995842324,1
1995842324,2
1995842324,3
818770426,1
818770426,2
818770426,3
818770426,4
1089655891,1
1103329864,1
614806865,1
614806865,2
614806865,3
1515015750,1
1515015750,2
1515015750,3
1515015750,5
1936054038,1
1936054038,2
1936054038,3
763313082,1
763313082,2
763313082,3
400407464,1
400407464,2
400407464,4
1464410789,1
1464410789,2
1464410789,3
1005037883,1
542560980,1
943320949,1
943320949,2
943320949,3
36289489,1
1821414279,1
1821414279,2
1821414279,3
127694361,1
127694361,2
127694361,3
2068583461,1
2068583461,2
2068583461,3
2011938005,1
2011938005,2
2011938005,3
1106985046,1
1106985046,2
1106985046,3
2115231542,1
201872864,1
201872864,2
201872864,3
1810411787,1
1791670656,1
1791670656,2
1791670656,3
1448308190,1
1448308190,2
1448308190,3
2086806174,1
2086806174,2
666506999,1
666506999,2
666506999,3
919012536,1
485406812,1
485406812,2
1248698972,2
1468568736,1
584,1
584,2
584,3
19275,1
19275,2
19275,3
19275,5
5126,1
34134,1
34134,2
34134,3
34134,4
2770,1
2770,2
9182,1
9322,1
9322,2
33175,1
2372,1
2372,2
369261,1
369261,2
369261,3
5887,1
5887,2
5887,3
5887,4
17189,1
17189,2
17189,3
17189,4
2897,1
2897,2
2897,4
313331,1
313331,2
313331,3
7665,1
14901,1
14901,2
73914,1
73914,2
73914,3
32507,2
32507,3
460041,1
460041,2
460041,3
461522,1
461522,2
461522,3
461522,4
490432,1
491870,1
491870,2
491870,3
458900,1
493551,1
493551,2
493551,3
493551,5
417892,6
493926,1
496853,1
496853,2
496853,3
496853,5
31912,1
31912,2
33843,1
33843,2
33843,3
33843,5
493997,1
493997,3
502914,1
496735,1
496735,2
496735,3
496960,1
34025,1
493489,1
493489,2
493489,3
500627,2
500627,3
497388,2
497388,3
497388,4
1290987762,5
1421097847,1
1421097847,2
1421097847,3
1421097847,5
16937,1
16937,2
491711,1
499765,1
499765,2
8259,1
506230,1
506230,2
506230,3
506410,1
506410,2
506410,3
508685,1
508292,1
508292,2
508292,3
509862,1
509862,2
509862,3
518015,1
510530,1
510530,5
343455332,1
512782,1
512782,2
512782,3
1771494321,1
513949,1
511554,1
517357,1
1455596748,1
517447,1
517447,2
517447,6
519253,1
836519689,1
836519689,2
836519689,3
2146039317,2
2146039317,6
520083701,1
520083701,2
175235379,1
1115711128,1
1115711128,2
1115711128,3
1931776829,1
1931776829,2
1931776829,3
1541524618,1
342980805,1
1299144050,1
1299144050,2
1299144050,3
1299144050,4
791896472,1
1910324696,1
1760371307,1
1760371307,2
1760371307,3
518873981,1
518873981,2
518873981,3
1075600787,1
1075600787,2
1075600787,3
666511413,1
666511413,2
666511413,3
32736074,2
32736074,3
32736074,6
1869211376,1
417844199,1
417844199,2
417844199,5
212742304,1
212742304,2
212742304,3
780037970,1
1628434805,1
1628434805,2
1819887434,1
422208436,1
247816922,1
60384505,1
68008715,1
1746823347,1
623821345,1
623821345,2
623821345,3
1362102608,2
1362102608,3
1317379021,1
1065093334,1
1065093334,2
177579460,2
177579460,3
177579460,5
1923236616,2
1389092631,1
1389092631,2
1389092631,3
1959131435,1
214726079,1
1685967163,1
1685967163,2
1685967163,3
313684105,1
19731,1
19731,2
19731,3
19731,4
495711,1
495711,2
495711,4
5492,1
5492,2
5492,3
8090,1
5360,1
8105,1
8105,2
1253712846,1
280721,1
280721,2
280721,3
280721,5
10033,1
369380,1
369380,2
369380,3
66410,1
12101,1
28024,1
28024,2
459676,1
458641,1
458641,2
488272,1
512637,1
458224,1
490386,1
490386,2
490386,3
113749,2
113749,3
113749,5
510389,1
510389,2
510389,5
488500,1
488500,2
33416,1
493217,1
493217,2
493815,1
489297,1
489297,2
489297,3
107194810,1
27116,5
12078,1
1281,2
1281,5
492740,1
1849266533,1
494552,1
505786,1
495961,1
496431,1
512121,1
497431,1
497431,2
497431,3
497301,2
506442,1
506442,2
506431,1
1003606006,1
1003606006,2
1077584835,1
97210601,1
97210601,2
97210601,3
513913,1
1903254088,1
1903254088,2
1903254088,3
1903254088,4
518692,1
518692,2
518692,3
516867,1
516867,2
516867,3
516867,4
517528,1
517528,2
517528,3
512709,1
512709,2
512709,3
512709,4
518630,1
519433,1
519433,2
1864607314,1
1935520090,1
1935520090,2
1935520090,3
1935520090,5
1244970157,1
1244970157,2
1378799411,1
153495031,1
1191228681,1
1191228681,2
1191228681,3
1535635666,1
232131679,1
232131679,2
232131679,3
361121548,1
1074044196,1
790163050,1
790163050,2
790163050,3
620146360,1
1418594934,1
1418594934,2
1418594934,3
1866993297,2
1866993297,3
1804231074,1
1804231074,2
636432195,1
21842902,1
458881234,1
458881234,2
458881234,3
458881234,5
1660786795,1
886884423,1
886884423,2
886884423,3
119545921,1
1231414719,1
1231414719,2
1231414719,3
723461364,2
723461364,3
723461364,6
1974431365,1
1974431365,2
1974431365,3
1081645532,1
511910411,1
511910411,2
1360792487,1
1360792487,2
1360792487,3
717461581,1
1808330168,1
977067351,1
977067351,2
977067351,3
942624075,1
1464958641,1
1464958641,2
1464958641,3
1165363986,2
1165363986,3
1809772714,1
1981388235,1
764973368,1
764973368,2
764973368,3
1115993535,1
1115993535,2
1115993535,3
1115993535,4
440420093,1
1798838504,1
625782232,1
625782232,2
625782232,3
399118349,1
123710355,1
1129937420,1
18381,1
18381,2
10126,1
1420,1
18814,1
7830,1
7830,2
4392,1
4392,2
19157,2
19157,3
19157,5
14766,1
14766,3
24623,2
24623,5
13420,1
1434,1
637617244,1
637617244,2
637617244,3
1336067913,1
1336067913,2
369579,1
369579,2
369579,3
369579,5
731,1
12049,1
12049,2
391475,1
391475,2
391475,3
21812,1
21812,2
21812,3
15134,2
15134,3
15134,5
460521,1
460521,2
8464,1
18896,1
18896,2
30988,1
30988,2
30988,3
30988,5
489642,1
489642,2
489642,3
490378,1
459527,1
459527,2
459527,3
491572,1
491572,2
490701,1
489668,1
489668,3
9747,1
9747,2
9747,4
491878,1
491878,2
491220,1
491220,2
493081,1
493081,2
493081,3
489648,1
489648,2
489648,3
489648,5
504508,1
495062,1
496000,1
503233,1
65627,1
498668,1
498668,2
498668,3
506926,5
494998,1
494998,2
494998,3
494998,4
506760,2
506760,3
506760,5
498523,2
498523,3
498523,5
782322359,1
782322359,2
782322359,3
506438,1
512226,1
512226,2
512226,3
486102336,1
511183,1
519302,1
511748,2
1366210635,1
1366210635,2
1366210635,3
514194,1
514194,2
514194,3
517947,1
517947,2
517947,3
515381,1
515381,2
515381,3
1725408175,1
1089659237,1
858043689,1
486610138,1
750209762,1
1258270417,1
1432406535,1
62760102,2
62760102,3
715052357,1
1450386257,1
1450386257,2
1450386257,3
1427027827,1
1427027827,2
1427027827,3
1568318442,1
25751086,1
25751086,2
25751086,3
1780647523,1
389876637,2
389876637,3
389876637,5
515881069,1
515881069,2
515881069,3
556907291,1
242859128,1
770533564,1
2106425216,2
2106425216,3
2106425216,5
1242462656,1
450732811,5
449612235,1
1471610418,1
1471610418,2
1471610418,3
1290989747,1
1057274213,2
1057274213,3
324223699,2
324223699,3
896117537,1
1622285067,1
1622285067,2
1622285067,3
1997110819,1
1853781077,1
1853781077,2
1853781077,3
685022220,1
801121736,2
801121736,3
801121736,5
484530106,1
418994047,1
1104224177,1
1104224177,2
585218203,1
585218203,2
278054822,1
905232303,1
905232303,2
905232303,3
18888,5
18889,1
15631,1
65953,1
65953,2
65953,3
11854,1
1528763908,1
1528763908,2
29179,1
29179,2
29179,3
29179,5
368936,1
368936,2
29433,1
29433,2
29433,3
369585,1
413569,2
413569,3
413569,5
6855,1
14605,1
14605,4
4667,1
488561,1
488561,3
1835475218,1
1242,1
494131,1
17877,1
17877,2
460501,1
27101,2
489136,1
489136,2
489136,3
489611,1
489611,2
489611,3
459382,1
459382,2
459382,3
459382,4
490446,1
490446,2
490446,3
490446,4
20152,2
20152,5
313521,1
313521,2
313521,3
313521,4
491917,1
459327,1
459327,2
459327,3
491177,1
491704,2
491704,5
461246,1
491318,1
491318,2
491318,3
491318,4
495122,1
495122,2
495122,3
505371,1
271501702,1
1558778353,1
497471,1
491289,2
491289,3
491289,5
492113,2
492113,3
492113,5
489063,1
489063,2
489063,3
489063,4
497437,1
297520862,1
497103,1
505963,1
512930,1
512930,2
512930,3
510578,1
510578,2
511848,1
519492,1
519492,2
519492,3
517282,2
517282,5
515630,1
1754564141,1
1754564141,2
1754564141,3
1754564141,6
518390,1
2143096682,1
1274531553,1
1274531553,2
1274531553,3
936945829,1
936945829,2
1889057295,1
1889057295,2
1889057295,3
1932271956,1
356609813,2
356609813,3
350892884,1
350892884,2
350892884,3
1055115891,1
2115430923,1
1348809580,1
1348809580,2
804395556,1
2024628907,1
853664424,2
983841243,2
983841243,3
983841243,6
1993590015,1
1993590015,2
1600495710,1
1600495710,2
1600495710,3
1242184979,1
928412879,1
928412879,2
1671346441,2
1671346441,3
1363661410,1
143662140,1
2133072147,2
2133072147,3
2133072147,5
227689960,1
1334543669,1
143106037,1
143106037,2
143106037,3
1067830406,1
848813638,2
218022830,1
1997284924,1
1359299907,1
1359299907,2
1359299907,3
982171215,1
925276826,1
925276826,2
2092725748,1
956682664,1
74153945,1
74153945,2
74153945,3
1406899016,2
1406899016,3
1079495885,1
1079495885,2
1079495885,3
726936393,1
1606475501,1
1606475501,2
1606475501,3
757932712,1
757932712,2
757932712,3
1457361550,1
6187,1
9611,1
19589,1
9623,1
9623,2
19180,1
19180,3
3331,1
21101,1
3412,1
27422,1
27422,2
27422,3
210,1
4230,1
118198,1
118198,2
118198,3
369259,1
505339,1
505339,2
505339,3
12956,1
12956,2
12956,3
12956,4
369021,5
67637,1
28834,2
28834,3
28834,5
417749,1
417749,2
417749,3
488479,2
1186,1
1186,2
1186,3
489457606,1
489457606,2
489457606,3
489457606,4
489201,1
489201,2
489201,3
494364,1
7690,1
467024621,1
489729,1
495202,1
493388,2
493388,5
497078,1
497078,2
497078,3
497118,1
497118,2
497118,3
497118,5
490488,5
513553,1
513553,2
513553,3
513553,5
495359,2
505473,1
10028,5
1401095,1
512534,1
512534,2
512534,3
514195,1
896525007,1
515619,1
100748035,1
100748035,2
100748035,3
512887,1
1945673289,1
518007,1
519306,1
519306,2
519306,3
518764,1
518764,2
518764,3
518764,5
519101,1
1109059789,2
1109059789,3
1109059789,5
1071265762,1
665425234,2
791968461,1
791968461,2
1044890345,1
561013832,1
437499380,1
1652175477,1
1241582824,1
1241582824,2
1241582824,3
1174942814,1
1174942814,2
1174942814,3
530998549,1
678842894,1
2133075861,1
626696851,1
626696851,2
626696851,3
533344586,1
533344586,2
533344586,3
1552769982,1
1555754930,1
1555754930,2
1555754930,3
843600651,1
1500238812,2
1500238812,3
1019674856,1
1019674856,2
72120714,2
72120714,3
1400635163,1
1036274815,1
902364060,1
717910179,1
732628409,1
732628409,2
975920470,1
975920470,2
542635549,1
255386500,1
255386500,2
255386500,3
441530517,1
441530517,2
441530517,3
394758168,2
394758168,3
1723362790,2
1723362790,3
1637021799,1
1637021799,2
1637021799,3
1832161062,1
1982955044,1
1982955044,2
1982955044,3
1094044362,1
1094044362,2
1094044362,3
1112609075,1
1966413119,1
1966413119,2
1207322554,1
1551383472,1
171397398,1
812390967,1
812390967,2
812390967,3
540920013,1
1762510812,1
1762510812,2
1762510812,3
1366549265,1
313558,1
313558,2
313558,3
28576,1
28576,2
28576,3
34135,1
34135,2
16782,1
8867,1
829248383,1
829248383,2
829248383,4
5258,1
18519,1
91419,1
91419,2
368205,1
32542,1
30720,1
7343,1
67834,1
496914,1
28924,1
28924,2
460619,1
847929177,1
847929177,2
847929177,3
459755,1
8283,1
490702,1
490702,2
461492,2
461492,3
110748,1
494082,1
490757,1
490757,2
491437,1
491437,2
491437,3
491437,4
33318,1
33318,2
65745,1
493069,1
493069,2
3951,5
39532650,1
39532650,2
494327,1
494327,2
494327,3
494327,5
496503,1
496503,2
496503,3
497346,1
505980,1
497885,1
495932,1
733,1
498215,1
498215,2
498215,3
507427,1
507427,2
507427,3
499859,1
499859,2
499859,3
850490686,2
20465,1
506430,1
506430,2
506430,3
1945861843,1
512360,1
435870350,1
512957,1
7193,1
7193,2
513001,1
516462,1
515454,1
516789,1
516789,2
516789,3
518621,1
863451903,2
863451903,3
863451903,5
519260,1
519260,2
519260,3
1242907947,1
1242907947,2
1242907947,3
279014883,1
279014883,2
633454324,2
633454324,3
506089309,1
418721827,1
1584758405,1
160028919,1
165769183,1
1745202732,1
1745202732,2
1745202732,3
1264082964,5
527382238,1
376617167,1
1630174498,1
1870741496,1
1870741496,2
1870741496,3
415287002,1
1286840579,2
1286840579,3
1351579283,1
2138512149,2
2138512149,3
2138512149,5
276636094,1
1941249372,1
1494074023,2
1494074023,3
1431587018,1
411019402,1
411019402,2
411019402,4
1814419969,1
1814419969,2
1814419969,3
1814419969,6
2109666737,1
2110772121,1
2110772121,2
2110772121,6
309196919,1
1736183778,1
1736183778,2
1736183778,3
1250647518,1
1250647518,2
1250647518,3
856782639,1
1535286692,1
1524386601,1
1263723897,1
1263723897,2
1263723897,3
411135266,1
226996866,1
693458936,1
1868360962,1
125359966,1
15510,1
18894,1
18894,2
27596,1
27596,2
27596,3
27596,4
31410,1
31410,2
1468190144,5
1964,1
1964,2
1964,3
1964,4
535,1
535,2
7200,1
7200,2
7200,3
5262,1
19656,1
17178,1
17178,2
17178,3
11432,1
11432,2
11432,3
11432,4
9440,1
9440,2
14846,1
33882,1
14835,1
459839,1
459839,2
459839,3
369509,1
12988,1
535155317,1
535155317,2
82643811,1
1063,1
489376,1
489164,1
490919,1
491788,1
492605,1
492605,2
