category_id,genre_id
889298168,31
613430080,15
20810,8
20810,31
10775,5
10775,12
10229,12
10229,31
10322,12
10322,31
11282,12
11282,31
11282,35
22848,5
22848,12
22848,31
19006,5
19006,31
16676,5
31879,5
14432,8
10609,12
10609,16
10609,31
16282,4
16282,8
8489,12
32541,31
1654,12
1654,15
1654,31
9250,10
9250,33
14660,10
80607,5
80607,12
80607,13
80607,15
80607,31
2083,12
2083,31
489170,12
489170,31
460090,31
460090,32
488910,10
488910,13
488910,32
490655,12
490655,13
492553,13
492553,15
492553,16
1050003477,12
1050003477,31
6369,12
6369,25
6369,31
492934,5
492934,9
492934,31
493159,13
493159,15
493159,33
493159,35
352,5
352,31
489111,12
489111,15
489111,16
492535,8
492535,31
492535,32
494508,12
494508,13
494508,15
494508,16
494508,26
494508,31
494508,35
509110,5
509110,31
509110,32
497385,4
492982,12
492982,25
492982,31
369418,15
369418,26
498417,32
504651,12
504651,16
506415,31
503116,7
503116,14
503116,32
503116,33
502732,31
515066,10
515066,13
515066,31
515066,33
1544878267,31
1544878267,32
102007682,12
102007682,25
102007682,31
512033,5
512033,12
19801,12
19801,31
771448419,12
41272850,5
41272850,13
1080391310,12
1080391310,31
1080391310,32
517159,4
515474,4
515474,25
515586,12
515586,31
515586,32
1174671315,31
1174671315,32
1174671315,34
1757732267,10
1538476028,9
1538476028,31
1538476028,32
766548668,12
766548668,31
41917829,31
890558948,12
890558948,25
890558948,31
213930085,12
213930085,16
213930085,31
1937599489,31
2066107586,9
2066107586,13
2066107586,31
2066107586,32
451007760,4
655697363,5
655697363,12
655697363,13
655697363,31
655697363,32
2014795392,8
2014795392,12
2014795392,13
2014795392,31
686119195,5
1223141632,31
1223141632,32
904864974,4
904864974,31
308555745,2
308555745,32
745589378,15
745589378,16
745589378,32
745589378,35
669337588,13
346078625,12
346078625,15
346078625,32
346078625,35
185606059,4
1337444628,5
1535225577,5
1535225577,31
2015434764,31
375403621,15
375403621,16
375403621,35
1506110656,13
1496435078,12
1496435078,13
1496435078,14
1496435078,15
1496435078,35
1320984402,13
1320984402,14
1320984402,15
1230742965,13
1230742965,15
1230742965,32
801541637,11
801541637,36
2060198130,5
2060198130,31
2060198130,32
1354355809,8
1354355809,9
1354355809,31
1135492840,10
1135492840,14
1135492840,31
1136666301,13
1136666301,14
197489698,12
93798731,10
93798731,13
93798731,14
1222247252,8
1222247252,31
275186889,5
275186889,32
275186889,33
601470178,7
871967156,13
871967156,14
1799538400,13
1799538400,32
1191549523,12
1191549523,13
1191549523,31
15943,12
15943,31
1041,12
1041,25
7689,12
7689,31
18707,5
18707,10
18707,31
27103,13
27103,15
27103,16
33180,5
33180,31
17828,9
17828,31
22959,8
22959,9
22959,25
22959,31
19156,5
19156,31
13050,8
13050,12
13050,31
19745,12
19745,16
19745,31
17516,4
17516,8
73586,31
73586,32
515349,12
515349,31
1200871695,5
1200871695,31
130942,13
130942,15
130942,32
460637,5
460637,12
460637,25
460637,31
418016,5
418016,13
418016,15
418016,31
418016,32
21136,12
21136,15
21136,16
21136,24
21136,31
21136,32
68351,12
68351,13
68351,15
68351,24
68351,31
490382,4
490382,25
3434,12
490713,9
490713,12
490713,16
490713,31
490713,32
24872,12
24872,25
24872,31
491117,13
491117,14
493125,10
493125,13
493125,14
493125,32
494683,5
494683,13
494683,14
494683,15
494683,31
494925,13
494925,31
494925,32
494839,5
494839,31
494839,32
497585,15
497585,31
497585,32
496697,12
496697,31
20061,4
20061,12
511701,5
511701,13
511701,24
511701,32
2090279789,12
6959,13
6959,31
6959,32
499132,11
499132,12
499132,15
499132,32
460696,5
460696,12
460696,31
504735,5
504735,9
504735,31
498482,11
498482,15
126261,5
126261,12
126261,32
29329,12
29329,13
29329,32
503446,31
125264560,7
125264560,13
125264560,32
489405,4
489405,9
489405,12
489405,35
505084,7
505084,12
505084,13
505084,14
505084,34
512818,5
512818,31
510590,12
510590,25
510590,31
510590,32
511864,12
511864,31
516086,12
516086,31
1967084783,25
1967084783,31
1102949822,12
1102949822,31
516866,5
516866,31
518873,5
518873,12
518873,31
518873,32
518186,4
518186,12
518186,31
518186,32
278888515,26
1913410799,11
1913410799,15
1311010677,13
1311010677,31
946942782,13
946942782,31
946942782,32
646490300,5
646490300,31
646490300,32
1728683467,12
1728683467,31
1728683467,32
966704637,12
966704637,31
2058220722,9
2058220722,31
2058220722,32
1447325110,32
1102857083,11
1102857083,12
1102857083,15
1280007947,12
1280007947,15
1280007947,31
1280007947,34
2104758320,5
2104758320,12
2104758320,31
158745736,13
158745736,32
1331855755,14
1502478230,8
1502478230,31
1502478230,32
250649084,9
250649084,31
608663369,12
1952699919,5
340920845,15
340920845,16
340920845,24
340920845,32
1196356222,31
1196356222,32
1787091957,4
1787091957,33
1982936547,9
1984929743,12
1984929743,31
960705568,12
960705568,31
936822813,5
1131336879,10
1131336879,12
1131336879,13
756802928,31
756802928,32
1127193950,5
1127193950,12
1127193950,31
1127193950,32
207506430,13
207506430,14
207506430,15
207506430,32
1088478699,10
1088478699,13
1088478699,32
1088478699,33
893956103,31
893956103,32
1630435000,13
1630435000,15
1630435000,32
1630435000,33
1630435000,35
582430476,31
582430476,32
1067610348,13
1067610348,32
1313351584,13
1313351584,14
1313351584,15
398887011,31
398887011,32
398887011,33
1320785158,13
1320785158,15
1320785158,32
2755,5
2755,9
2755,31
16051,12
16051,15
16051,31
9954,12
9954,31
1260,11
1260,15
18893,5
18893,24
18893,31
3947,9
3947,31
18703,25
18703,31
29099,5
29099,31
23894,5
18808,5
18808,31
14890,8
14890,12
14890,31
9435,9
9435,31
6086,8
6086,31
26175,5
26175,12
26175,24
26175,33
8676,5
8676,8
8676,31
30740,2
30740,31
18871,10
1818,12
1818,31
22693,12
22693,16
207,15
207,16
207,35
458443,31
68000,5
68000,9
68000,31
313197,10
313197,13
313197,14
313197,32
369075,8
369075,31
369075,32
460636,12
460636,31
7022,9
7022,13
7022,31
7022,32
431065997,12
431065997,31
476269,12
476269,13
476269,25
476269,31
491115,5
491115,15
489335,9
489335,13
489335,31
489335,32
490644,12
490644,15
490644,16
490644,31
5109,5
5109,12
497456,5
497456,31
493597,12
493597,31
494806,12
494806,31
941530474,10
941530474,33
491266,8
491266,12
491266,31
491266,32
491266,33
497440,5
497440,13
497440,15
497440,32
2009501022,12
2009501022,25
497467,12
497467,31
497454,5
497454,8
497454,31
20941,12
20941,15
20941,31
498289,10
498289,13
498289,14
498289,33
497916,2
497916,31
498807,13
498807,15
499888,8
499888,9
499888,15
499888,31
499888,32
499856,12
499856,25
499856,31
506078,13
506078,15
506078,31
506078,32
506407,5
506407,31
506468,12
506468,25
506468,31
31434,12
31434,31
31434,32
512070,8
512070,31
512070,32
512034,12
512034,25
512034,31
512708,15
512708,35
512971,4
512971,24
512971,25
512971,32
510911,5
510911,13
510911,32
513501,5
457975278,31
515584,5
515584,8
515584,9
515584,13
515584,31
515584,32
517109,11
517109,15
512864,15
512864,36
519103,13
519103,32
310427916,13
1594393054,5
1594393054,12
1594393054,31
1280358639,5
1280358639,31
1540116959,5
1540116959,12
1540116959,31
843201057,13
1028198402,5
1028198402,12
1028198402,31
965771331,7
965771331,9
965771331,12
965771331,16
965771331,31
965771331,32
847128914,8
847128914,12
847128914,15
847128914,16
847128914,24
847128914,31
847128914,32
1454243467,12
1454243467,16
1454243467,31
1414211237,13
1414211237,32
1470211036,12
1470211036,13
1470211036,31
1975639786,12
1975639786,25
1975639786,31
1330093788,13
1330093788,32
957620847,5
957620847,24
957620847,31
898206463,31
898206463,32
264231625,5
264231625,13
252812003,13
252812003,15
252812003,32
1133341572,12
1133341572,25
1297497516,12
1297497516,16
1297497516,31
1023750977,5
1023750977,36
1846570260,13
1846570260,15
1846570260,31
712125648,5
364677525,13
364677525,32
364677525,34
942317893,13
942317893,32
1846512643,5
1846512643,12
1846512643,31
1749963163,12
1749963163,31
2124871354,12
2124871354,31
1519446996,2
1519446996,13
1519446996,15
1519446996,32
17839189,8
17839189,12
17839189,31
2059463486,13
2059463486,32
217432230,4
217432230,12
217432230,15
217432230,16
217432230,31
567262878,8
567262878,9
567262878,31
567262878,32
1308902712,12
1308902712,31
1308902712,32
1513709213,8
1513709213,31
2083664704,31
2083664704,32
18958,12
2274,12
2274,13
2274,15
16580,11
16580,15
18181,12
18181,16
18181,24
9891,9
9891,31
19423,31
22393,5
32345,5
32345,12
10979,31
33437,5
33437,31
13765,8
13765,31
65950,31
7182,8
7182,31
2209,11
2209,31
5288,12
16890,10
16890,14
17227,4
17227,14
8466,8
8466,31
370472,10
370472,14
370472,32
458912,12
458912,31
460620,5
460620,31
459064,5
459064,8
459064,31
459064,32
459064,33
490374,5
490374,12
490374,31
494162,12
494162,25
489567,2
489567,13
489567,15
489567,31
489567,32
490500,4
490500,33
416015,12
416015,25
416015,31
416015,32
15323,12
510117,31
510117,32
460102,8
460102,31
460102,32
489721,5
489721,31
491327,9
491327,31
492546,5
492546,31
505705,5
505705,12
505705,13
505705,31
505705,32
505705,33
497304,12
497304,13
497304,14
497304,31
504462,5
29106,5
29106,12
29106,31
506274,12
506274,31
506462,5
506462,31
508948,12
508948,15
508948,16
518006,8
518006,31
518006,32
512998,9
512998,31
513589,12
513589,13
513589,31
513589,32
514166,5
514166,8
514166,32
514166,33
514888,12
514888,13
514888,15
899565932,2
899565932,9
899565932,31
899565932,32
517330,12
517330,31
519272,4
519272,13
519272,24
519272,32
1275666892,12
1275666892,25
1275666892,31
1829367372,9
1829367372,31
1735523241,5
1735523241,31
477532253,31
477532253,32
394801804,12
394801804,31
1581126534,12
1581126534,13
1581126534,31
1471416868,13
1471416868,14
629203203,13
629203203,31
629203203,32
1678052513,5
1407096487,31
1743359147,15
1743359147,35
1668881185,12
1668881185,31
468533702,12
468533702,31
273333352,31
2121806469,5
2121806469,24
2121806469,31
2121806469,32
1393020629,10
1393020629,12
1393020629,13
1393020629,14
1734202623,5
1734202623,32
1630297266,5
1630297266,31
1995842324,5
1995842324,12
1995842324,31
818770426,4
818770426,12
1089655891,12
1089655891,31
1103329864,13
1103329864,31
1103329864,34
614806865,12
614806865,13
614806865,31
614806865,32
1515015750,5
1515015750,12
1515015750,24
1936054038,8
1936054038,9
1936054038,31
763313082,5
763313082,12
763313082,31
400407464,4
1464410789,9
1005037883,14
542560980,31
943320949,13
943320949,32
36289489,5
36289489,12
36289489,31
36289489,32
1821414279,12
1821414279,13
1821414279,15
1821414279,32
127694361,5
127694361,32
2068583461,13
2068583461,14
2011938005,13
2011938005,14
1106985046,13
1106985046,31
2115231542,13
2115231542,32
201872864,13
201872864,31
201872864,32
1810411787,8
1810411787,25
1810411787,31
1810411787,32
1810411787,33
1791670656,9
1791670656,13
1791670656,31
1791670656,32
1448308190,12
1448308190,13
1448308190,14
2086806174,10
2086806174,31
2086806174,33
666506999,13
919012536,33
485406812,10
485406812,13
485406812,14
1248698972,8
1248698972,31
1468568736,13
1468568736,31
584,5
584,9
19275,4
19275,12
19275,25
19275,31
19275,32
5126,5
5126,9
5126,31
34134,5
2770,5
2770,8
2770,9
2770,31
9182,12
9322,4
33175,12
