user_id,user_name,login_name,broadcaster_type
475267484,1ximo,1ximo,normal
577700355,ifendicj,ifendicj,normal
174621195,RagnarokLegion,ragnaroklegion,affiliate
1047593493,Godz_Favorit3,godz_favorit3,normal
64225552,smallcovvboy,smallcovvboy,normal
1264353565,Wojj_RL,wojj_rl,normal
751927597,maticothegod,maticothegod,normal
453771689,07izweebey,07izweebey,normal
140181940,AiyuHazuki,aiyuhazuki,normal
1048052162,clementpte2,clementpte2,normal
1069416912,erodrix001,erodrix001,normal
548831734,manu00035,manu00035,affiliate
1319076172,gamer_mama_1993,gamer_mama_1993,affiliate
565510554,1ts_eRroR,1ts_error,affiliate
1315176909,TRUGILO07,trugilo07,normal
656507406,さやさんです,xsayq___,affiliate
56295710,Dargontro,dargontro,normal
199065903,SenseiSixth,senseisixth,affiliate
271286585,TGusta021,tgusta021,normal
197394915,YoungCed607,youngced607,normal
1386381654,GuffOffTheCuff,guffoffthecuff,normal
888242559,jayysparda,jayysparda,normal
193724869,Ruviola,ruviola,affiliate
1356628445,jdcymru10,jdcymru10,normal
728957438,bobabuttmunch,bobabuttmunch,normal
575504898,LALOAV1,laloav1,normal
76972551,alaskinbobsled,alaskinbobsled,affiliate
1419575586,berzan_12t,berzan_12t,normal
1418002759,icherrybloom,icherrybloom,normal
487457108,crimsonduke,crimsonduke,affiliate
1348927933,alienisthis,alienisthis,normal
574554587,ciaomah,ciaomah,affiliate
637927947,TXKDABS,txkdabs,normal
799670534,vertexisgood,vertexisgood,normal
716669190,TilWeOverdxseTV,tilweoverdxsetv,affiliate
1002012937,TRG_MATT,trg_matt,normal
513868123,vaderspants,vaderspants,normal
817004960,BocaDeCachorr0,bocadecachorr0,affiliate
462389683,Zam_Nero,zam_nero,normal
405635529,rageaqua5,rageaqua5,normal
160760268,Soul_Redgi,soul_redgi,normal
249954592,Samiiflex,samiiflex,affiliate
113672520,scxrpions,scxrpions,normal
555843919,Nebulaslotus,nebulaslotus,affiliate
1152876894,dxjack_x,dxjack_x,normal
968360314,iljmeli,iljmeli,normal
1414496708,darkzinho420_,darkzinho420_,normal
1417871874,d0ka666,d0ka666,normal
1290764808,zay_wayne,zay_wayne,normal
731545870,neckwes123,neckwes123,normal
674660666,キングっぴー88,king_8710,affiliate
1419411804,khgd1208g,khgd1208g,normal
612041085,acaydon47,acaydon47,normal
1417445825,roblox_car_goat,roblox_car_goat,normal
645398992,madrugadito_,madrugadito_,normal
818840070,surrealthetruth,surrealthetruth,normal
1039499872,GigiValentineGamer,gigivalentinegamer,affiliate
481821285,Al4nito,al4nito,affiliate
1171522079,lucasg60120,lucasg60120,normal
811434551,Seraphim_1520,seraphim_1520,normal
1355350652,hessenius6706,hessenius6706,normal
49808030,Patrycyw0lf,patrycyw0lf,normal
827851502,neehgo,neehgo,normal
1001685755,wawilonnnn,wawilonnnn,normal
452625156,feruzmo,feruzmo,affiliate
22119231,SOLIDShift,solidshift,affiliate
844431997,EuropeuL2,europeul2,normal
81265196,jackie_p1,jackie_p1,normal
794821223,Cabritao085,cabritao085,normal
57508475,FairestBerrie,fairestberrie,affiliate
120029867,x_tatakae,x_tatakae,normal
421200578,fugitiveavocado,fugitiveavocado,normal
76874442,Stil_X,stil_x,affiliate
507019998,bilwithonel315,bilwithonel315,normal
41845539,siky__,siky__,affiliate
671777357,guadone,guadone,normal
716276370,EgoDoGabi,egodogabi,affiliate
510788262,苗人鳳兒,miao0117,affiliate
1130136267,z0mbielvr69,z0mbielvr69,normal
1141998350,marulanda2110,marulanda2110,normal
1107985216,PgLostTheTvRemote,pglostthetvremote,normal
88801817,RoadieAustin,roadieaustin,affiliate
545718911,vince370,vince370,normal
491717352,Draconizando,draconizando,affiliate
705462926,theyhateknxwn,theyhateknxwn,normal
178488020,Artoriasofstlouis,artoriasofstlouis,affiliate
909476636,hetrazidana,hetrazidana,affiliate
59081257,ThatSoloMark,thatsolomark,affiliate
641040944,Lantastic_,lantastic_,affiliate
783090268,shadow95972,shadow95972,normal
1375240807,alphadaniel1712,alphadaniel1712,normal
717947524,trainerlesseevee,trainerlesseevee,affiliate
837583554,2spiii251,2spiii251,normal
1328186089,diesuldude429jr,diesuldude429jr,normal
1083998964,thetruekingbird,thetruekingbird,normal
145785409,4renzy_,4renzy_,affiliate
1408631400,juanitodm1,juanitodm1,normal
38240937,elfinsnow,elfinsnow,normal
106922688,Khyabet,khyabet,normal
207651554,veliaano,veliaano,affiliate
1372324617,djisthebest03049,djisthebest03049,normal
116130574,Napakill,napakill,affiliate
579961622,owlsanime,owlsanime,normal
1091469940,Swaavytaelive,swaavytaelive,normal
538051254,DrahcirPg,drahcirpg,affiliate
630686400,Mochi9706,mochi9706,affiliate
271057622,JeveInteractive,jeveinteractive,affiliate
488800984,cristianss115,cristianss115,normal
