category_id,igdb_id,game_mode_id
517159,125764,2
515458,127269,1
1222194375,134813,1
1222194375,134813,2
1222194375,134813,3
278888515,140781,2
1788326126,142803,1
1788326126,142803,2
1788326126,142803,3
1935520090,143440,1
1935520090,143440,2
1935520090,143440,3
1935520090,143440,5
520083701,146155,1
520083701,146155,2
653624336,148241,1
2013539540,149657,1
331373906,159096,1
331373906,159096,2
1398657661,159518,2
155409827,171816,1
155409827,171816,2
213930085,178282,1
213930085,178282,2
1515862749,198506,1
1743359147,202279,2
451007760,213639,1
451007760,213639,2
451007760,213639,3
451007760,213639,6
1987896617,214394,1
1987896617,214394,2
1987896617,214394,3
1987896617,214394,5
250649084,222341,1
848400095,222343,1
1414860634,228374,1
1414860634,228374,3
417844199,242315,1
417844199,242315,2
417844199,242315,5
766571430,250616,1
766571430,250616,2
766571430,250616,3
1393304883,252168,2
1393304883,252168,3
1393304883,252168,5
1819887434,266683,1
220828788,266697,1
1361476377,294270,1
344035090,298526,1
623821345,301426,1
623821345,301426,2
623821345,301426,3
262437666,306822,1
262437666,306822,2
262437666,306822,3
362339131,317627,1
296636215,329690,1
296636215,329690,2
296636215,329690,3
1694957177,335254,1
1694957177,335254,2
1694957177,335254,3
693458936,337720,1
266795834,341687,1
266795834,341687,2
266795834,341687,3
266795834,341687,5
2059463486,348648,1
1834407033,358535,1
613430080,376014,2
1320785158,376110,1
1320785158,376110,2
1320785158,376110,3
24193,124,1
24193,124,2
24193,124,3
16051,234,1
16051,234,2
16051,234,3
16051,234,5
11448,363,1
11448,363,2
10229,411,5
5360,424,1
30028,472,1
18707,731,1
18707,731,2
65654,1081,1
65654,1081,2
65654,1081,3
65654,1081,5
33631,1266,1
33631,1266,2
10609,1517,1
10609,1517,2
515349,2971,2
515349,2971,5
28573,3665,1
28573,3665,2
207,4108,1
207,4108,2
460521,7292,1
460521,7292,2
110758,7346,1
489170,8222,1
489170,8222,2
489170,8222,3
492035,8254,1
459064,9061,1
459064,9061,2
459064,9061,3
461449,9066,1
489401,9509,1
489401,9509,2
489401,9509,3
489401,9509,4
488910,9667,1
488910,9667,2
488910,9667,3
394568,9789,1
489635,10239,1
489635,10239,2
489635,10239,3
489635,10239,4
489635,10239,5
489635,10239,6
490382,11162,1
490382,11162,2
490382,11162,3
17447,11404,1
17447,11404,2
17447,11404,3
490644,11800,1
490644,11800,2
490644,11800,3
490655,12515,1
490655,12515,5
497480,14362,1
7212,15487,1
1050003477,19457,1
493217,19474,1
493217,19474,2
6369,19560,1
24438,26359,5
495202,26845,1
20061,28387,2
20061,28387,3
20061,28387,5
509110,28512,1
509110,28512,2
509110,28512,3
509110,28512,4
497440,32365,2
497454,37136,1
499888,61638,1
369418,63350,1
369418,63350,2
369418,63350,3
369418,63350,6
979332452,75300,1
979332452,75300,2
979332452,75300,3
502829,91269,5
505884,95340,6
505084,97494,1
505084,97494,2
518014,101006,1
518014,101006,2
518014,101006,4
510056,112191,1
102007682,112875,1
511399,115276,1
511399,115276,2
512033,117199,1
512033,117199,2
512033,117199,3
512708,117263,1
512708,117263,2
512998,119388,1
41272850,121176,1
515479,127346,1
515479,127346,2
515479,127346,3
457975278,127976,5
517330,133004,1
516866,133748,2
516866,133748,3
516866,133748,5
518873,135998,1
518873,135998,2
518873,135998,3
518901,137451,1
518186,137989,1
518186,137989,2
518186,137989,3
1757732267,141503,1
1757732267,141503,2
1757732267,141503,3
1158884259,143613,1
1158884259,143613,2
1158884259,143613,3
494436328,144274,1
494436328,144274,2
2028408685,145439,1
2028408685,145439,2
2028408685,145439,3
1478888065,148454,1
1478888065,148454,2
1478888065,148454,3
1478888065,148454,5
1115711128,151353,1
1115711128,151353,2
1115711128,151353,3
516173984,165351,1
516173984,165351,2
516173984,165351,3
516173984,165351,4
1471416868,165352,1
1471416868,165352,2
1471416868,165352,3
129797603,218282,1
1330093788,224415,1
376500771,228525,1
1780647523,233571,1
904864974,239392,1
904864974,239392,2
780037970,252827,1
1334543669,252873,1
422208436,268079,1
763313082,273120,1
763313082,273120,2
763313082,273120,3
1133341572,279643,1
975920470,281275,1
975920470,281275,2
1775804061,284716,1
144418804,285168,2
144418804,285168,3
1838305295,285342,1
1801167658,290959,1
1801167658,290959,2
1801167658,290959,3
147171333,296843,1
1230742965,309862,1
527589972,319445,1
1354355809,325594,2
1354355809,325594,3
1354355809,325594,4
207506430,329661,1
207506430,329661,2
207506430,329661,5
1559845263,329736,1
1136666301,329844,1
1136666301,329844,2
1136666301,329844,3
1847628758,330041,1
93798731,336964,1
93798731,336964,2
93798731,336964,3
762292943,343183,2
762292943,343183,3
871967156,359477,1
871967156,359477,2
871967156,359477,3
1313351584,365487,1
1313351584,365487,2
2126813945,366922,1
18763,15,1
19731,72,1
19731,72,2
19731,72,3
19731,72,4
8110,99,1
8110,99,2
8110,99,4
1041,126,1
1041,126,2
1041,126,3
18893,380,1
22848,434,1
22848,434,2
15631,733,1
8645,880,1
16676,891,2
16676,891,3
28046,1147,1
28046,1147,2
28046,1147,3
9182,1215,1
1771060953,1318,1
1771060953,1318,2
8867,1530,1
16282,1627,1
16282,1627,2
16282,1627,3
73586,1910,1
369579,2114,1
369579,2114,2
369579,2114,3
369579,2114,5
19508,2746,1
19508,2746,2
19508,2746,4
80607,2955,1
80607,2955,2
80607,2955,3
80607,2955,5
458443,4754,1
11541,5451,1
2083,5611,2
2083,5611,5
130942,7046,1
130942,7046,2
130942,7046,3
460636,7334,1
460636,7334,2
460636,7334,3
7022,7504,1
7022,7504,2
7022,7504,3
488892,11218,1
491117,12731,1
491117,12731,2
491117,12731,3
491117,12731,5
492553,19130,1
492553,19130,2
7690,20622,1
107194810,21610,1
493048,24493,1
492535,26226,1
493997,26758,1
493997,26758,3
494925,27082,1
494925,27082,2
494925,27082,3
499132,36616,1
497467,36926,1
497467,36926,2
497467,36926,3
20941,47101,2
20941,47101,3
20941,47101,5
505705,52006,1
498807,55123,1
497304,56012,1
497304,56012,2
497304,56012,3
497304,56012,5
504462,83727,1
504462,83727,2
504462,83727,3
504462,83727,4
125264560,84922,1
125264560,84922,2
125264560,84922,3
125264560,84922,4
502732,87622,6
506462,103329,1
512818,106805,1
512818,106805,2
1544878267,112116,1
518015,112874,1
1064893715,115115,1
1064893715,115115,2
512101,115991,1
512101,115991,2
512101,115991,3
19801,117294,2
19801,117294,3
19801,117294,5
97210601,120322,1
97210601,120322,2
97210601,120322,3
513589,122927,1
513589,122927,2
513589,122927,5
513501,126055,2
516867,131961,1
516867,131961,2
516867,131961,3
516867,131961,4
1707112873,131999,1
2124158333,136088,1
2143096682,138933,1
1089659237,142549,1
1913410799,143114,1
1913410799,143114,2
1913410799,143114,3
858043689,146218,1
766548668,148228,1
766548668,148228,2
766548668,148228,3
394801804,152246,1
1028198402,159119,1
966704637,162235,5
965771331,171233,1
223869970,185252,1
223869970,185252,2
223869970,185252,3
743214338,199116,1
743214338,199116,2
743214338,199116,3
478407715,201789,1
478407715,201789,2
478407715,201789,3
778386489,204350,1
2104758320,208476,1
2104758320,208476,2
2104758320,208476,3
468533702,209643,1
468533702,209643,2
468533702,209643,3
468533702,209643,5
2085980140,212089,1
2085980140,212089,2
2085980140,212089,3
592813907,214402,1
655697363,219126,1
655697363,219126,2
655697363,219126,3
608663369,222608,5
1734202623,228175,1
1734202623,228175,2
1734202623,228175,3
818770426,232699,1
818770426,232699,2
818770426,232699,3
818770426,232699,4
666511413,234256,1
666511413,234256,2
666511413,234256,3
1089655891,252647,1
669337588,252830,1
669337588,252830,2
340920845,253659,1
340920845,253659,2
614806865,254871,1
614806865,254871,2
614806865,254871,3
1337444628,260780,1
1337444628,260780,2
1337444628,260780,3
376795550,281071,2
1672324422,302156,1
1672324422,302156,2
1672324422,302156,3
1290989747,306149,1
712125648,308978,2
712125648,308978,3
1846512643,314246,1
1846512643,314246,2
1846512643,314246,3
2115231542,316987,1
1362102608,325588,2
1362102608,325588,3
1448308190,328079,1
1448308190,328079,2
1448308190,328079,3
1317379021,328140,1
1959131435,333443,1
689800679,334327,1
836372212,338071,1
836372212,338071,2
836372212,338071,3
2086806174,338105,1
2086806174,338105,2
889298168,368744,5
26992,75,1
26992,75,2
17076,308,1
17076,308,2
1260,324,1
1260,324,2
12453,980,1
12453,980,2
17828,1036,1
33437,1082,1
33437,1082,2
33437,1082,3
14432,1090,1
14432,1090,2
14432,1090,3
34134,1122,1
34134,1122,2
34134,1122,3
34134,1122,4
65663,1369,1
65663,1369,2
65663,1369,3
19745,1519,1
19745,1519,2
7182,1576,1
14980,1800,1
14980,1800,2
14980,1800,3
14980,1800,4
3290,1819,1
30740,1871,1
5288,3126,5
7778,3846,1
7778,3846,2
3470,3943,1
458912,4843,1
313197,5597,1
313197,5597,2
460620,7323,1
460620,7323,3
459754,7706,1
67647,8948,1
488818,9196,1
21136,9280,2
21136,9280,3
21136,9280,5
490374,11156,1
431065997,11169,1
490702,12595,1
490702,12595,2
489457606,14177,1
489457606,14177,2
489457606,14177,3
489457606,14177,4
489721,15108,1
492952,15734,1
941530474,26764,1
941530474,26764,2
941530474,26764,4
494839,27134,1
494839,27134,2
494839,27134,3
34025,30225,1
2090279789,31551,1
497697,44076,1
497697,44076,2
498289,51443,1
498289,51443,2
498289,51443,3
498289,51443,5
498638,55036,1
498638,55036,2
498638,55036,3
498523,70985,2
498523,70985,3
498523,70985,5
496983,76565,2
506078,101461,1
506078,101461,2
506078,101461,3
506407,103292,1
506407,103292,2
506407,103292,3
508948,109029,1
508948,109029,2
508948,109029,5
509529,109826,1
509529,109826,2
509529,109826,3
509529,109826,5
509529,109826,6
518006,110248,1
2056946408,113113,1
2056946408,113113,2
2056946408,113113,3
2056946408,113113,4
511864,114283,1
1366210635,121087,1
1366210635,121087,2
1366210635,121087,3
514201,122416,1
514201,122416,2
514201,122416,4
1102949822,133236,1
518020,134585,1
518020,134585,2
518020,134585,3
518213,135243,2
518213,135243,3
518213,135243,4
518764,137372,1
518764,137372,2
518764,137372,3
518764,137372,5
519103,138590,1
519103,138590,2
519103,138590,3
279014883,139134,1
279014883,139134,2
836519689,139708,1
836519689,139708,2
836519689,139708,3
1311010677,143574,1
1311010677,143574,2
1311010677,143574,3
14333696,144442,2
14333696,144442,3
14333696,144442,5
1735523241,145191,1
1447325110,185238,2
1447325110,185238,3
1074044196,185246,1
1699379515,186058,5
1299144050,191402,1
1299144050,191402,2
1299144050,191402,3
1299144050,191402,4
1414211237,191797,1
1414211237,191797,2
1414211237,191797,3
1678052513,200165,1
1678052513,200165,2
1678052513,200165,3
1678052513,200165,4
620146360,200903,1
1470211036,203722,1
1555754930,208668,1
1555754930,208668,2
1555754930,208668,3
1331855755,215436,1
1331855755,215436,2
1998460476,215544,1
2133072147,243611,2
2133072147,243611,3
2133072147,243611,5
1910993272,248994,2
264231625,253177,2
264231625,253177,6
2060730947,253412,1
2060730947,253412,2
1292110812,262678,1
252812003,274920,1
2015434764,279676,1
2015434764,279676,2
2015434764,279676,3
601131143,287193,1
441530517,293572,1
441530517,293572,2
441530517,293572,3
960705568,300976,1
1023750977,305155,2
1023750977,305155,3
1023750977,305155,5
1471610418,306148,1
1471610418,306148,2
1471610418,306148,3
544682640,307930,2
544682640,307930,3
544682640,307930,5
1278195333,312230,1
602694215,312859,1
1106985046,314239,1
1106985046,314239,2
1106985046,314239,3
1749963163,314252,1
1749963163,314252,2
1749963163,314252,3
347755241,323723,2
347755241,323723,5
1524386601,325554,1
1135492840,325608,1
1135492840,325608,2
1135492840,325608,3
1135492840,325608,4
226996866,329865,1
532988445,335439,1
532988445,335439,2
532988445,335439,3
532988445,335439,4
2124871354,337712,1
2124871354,337712,2
2124871354,337712,3
666506999,342686,1
666506999,342686,2
666506999,342686,3
1798838504,347650,1
658335417,356712,1
658335417,356712,2
658335417,356712,3
313558,120,1
313558,120,2
313558,120,3
20810,127,1
18888,215,5
2755,231,1
2755,231,2
9891,481,1
21222,960,1
21222,960,2
24239,1078,1
24239,1078,2
829248383,1638,1
829248383,1638,2
829248383,1638,4
31750,1881,1
31750,1881,2
31750,1881,3
18933,2136,1
29433,2155,1
29433,2155,2
29433,2155,3
18871,2183,1
18871,2183,2
18871,2183,4
369585,2933,1
30720,2993,1
68000,4786,1
459676,5503,1
15134,5629,2
15134,5629,3
15134,5629,5
460637,7329,1
460637,7329,2
460637,7329,3
67637,7609,1
1835475218,8197,1
416015,11708,1
416015,11708,2
416015,11708,3
416015,11708,5
492605,14758,1
492605,14758,2
493551,16999,1
493551,16999,2
493551,16999,3
493551,16999,5
491878,17131,1
491878,17131,2
461486,17583,1
461486,17583,2
461486,17583,3
493159,20313,1
493159,20313,2
493125,21453,1
489297,21593,1
489297,21593,2
489297,21593,3
493549,23248,1
497432,23733,1
492546,26401,1
492546,26401,2
492546,26401,3
494806,26602,1
494508,27093,1
494508,27093,2
496431,28311,1
493489,32680,1
493489,32680,2
493489,32680,3
497301,44097,2
22890,50786,1
1290987762,50856,5
416478,62113,2
513553,65503,1
513553,65503,2
513553,65503,3
513553,65503,5
29329,66396,2
461427,79072,1
461427,79072,2
313037,80619,1
4776,81197,1
4776,81197,2
506438,96437,1
506442,103298,1
506442,103298,2
515066,107215,1
515066,107215,2
515066,107215,3
509862,109535,1
509862,109535,2
509862,109535,3
1003606006,113360,1
1003606006,113360,2
512034,117170,1
519302,117271,1
512341,117717,1
1679324192,117883,1
512971,119342,2
770229477,120560,1
514207,122120,1
514207,122120,2
514207,122120,3
517109,133655,1
517109,133655,2
517109,133655,3
519291,136879,1
1312214340,142391,2
1312214340,142391,5
1312214340,142391,6
1960341762,143061,1
1594393054,152063,1
1378799411,152243,1
1931776829,156150,1
1931776829,156150,2
1931776829,156150,3
1581126534,164867,1
1407096487,201156,1
963366647,204554,1
1760371307,208250,1
1760371307,208250,2
1760371307,208250,3
1264082964,210014,5
1393020629,227960,1
1393020629,227960,3
1393020629,227960,5
2014795392,228349,1
2014795392,228349,2
2014795392,228349,3
1630297266,228530,1
25751086,230569,1
25751086,230569,2
25751086,230569,3
479682350,233978,5
1440242558,235410,1
1440242558,235410,2
1440242558,235410,3
702495428,236664,1
702495428,236664,2
702495428,236664,3
515881069,240897,1
515881069,240897,2
515881069,240897,3
212742304,244040,1
212742304,244040,2
212742304,244040,3
802652014,244243,1
1917258634,253558,2
1628434805,255901,1
1628434805,255901,2
2115613730,261086,1
2115613730,261086,2
2115613730,261086,4
14842174,265111,1
14842174,265111,2
14842174,265111,3
1462834331,272600,1
1462834331,272600,2
1462834331,272600,3
1462834331,272600,5
1452305763,285741,1
1452305763,285741,2
1452305763,285741,3
36289489,287004,1
450732811,290671,5
1814419969,300454,1
1814419969,300454,2
1814419969,300454,3
1814419969,300454,6
2011938005,308698,1
2011938005,308698,2
2011938005,308698,3
364677525,310545,1
1112609075,320137,1
756802928,321893,1
756802928,321893,2
756802928,321893,3
1868360962,339271,1
726936393,347121,1
1248698972,366899,2
905232303,376018,1
905232303,376018,2
905232303,376018,3
313684105,382077,1
7689,385,1
18181,428,1
23894,545,1
23894,545,2
23894,545,3
23894,545,4
5126,966,1
5262,1178,1
8489,1802,1
1654,2262,1
2897,2844,1
2897,2844,2
2897,2844,4
30367,2899,1
369380,3042,1
369380,3042,2
369380,3042,3
2271,3192,1
119047,4560,1
119047,4560,2
119047,4560,3
119047,4560,4
32507,5607,2
32507,5607,3
21812,5619,1
21812,5619,2
21812,5619,3
4667,6574,1
6263,7862,1
6263,7862,2
6263,7862,4
458224,9727,1
490386,11148,1
490386,11148,2
490386,11148,3
476269,11397,1
476269,11397,2
24872,12571,1
24872,12571,2
24872,12571,3
461492,13226,2
461492,13226,3
510117,14390,1
33416,18349,1
490384,18829,1
493826,19548,5
322063165,20228,1
1281,25326,2
1281,25326,5
496697,28168,1
496697,28168,2
496697,28168,3
497388,36897,2
497388,36897,3
497388,36897,4
1421097847,52826,1
1421097847,52826,2
1421097847,52826,3
1421097847,52826,5
499463,72373,1
503446,74701,1
505963,76747,1
506274,103054,1
508685,103244,1
508509,105254,2
508509,105254,3
512534,118218,1
512534,118218,2
512534,118218,3
519492,121998,1
519492,121998,2
519492,121998,3
514194,122235,1
514194,122235,2
514194,122235,3
511850,122667,1
511850,122667,2
511850,122667,5
1754564141,133379,1
1754564141,133379,2
1754564141,133379,3
1754564141,133379,6
1262047844,138949,1
1275666892,138950,1
1275666892,138950,2
1275666892,138950,3
1862702985,141833,1
1652175477,144859,1
1244970157,146957,1
1244970157,146957,2
1933145458,147340,1
1933145458,147340,2
1933145458,147340,3
1728683467,152127,1
1728683467,152127,2
1728683467,152127,3
1042236765,174844,1
1454243467,185864,1
1937599489,194404,1
1937599489,194404,2
1937599489,194404,3
715052357,194821,1
1463372784,197113,1
1463372784,197113,2
1463372784,197113,3
2066107586,197202,1
2066107586,197202,2
2066107586,197202,3
1668881185,204460,1
1668881185,204460,2
1668881185,204460,3
518873981,210536,1
518873981,210536,2
518873981,210536,3
1846293708,226035,1
2121806469,227211,1
389876637,240432,2
389876637,240432,3
389876637,240432,5
556907291,240902,1
1286840579,241332,2
1286840579,241332,3
330654616,245847,1
330654616,245847,2
330654616,245847,3
330654616,245847,4
898206463,252502,1
1196356222,255777,1
329333028,261383,1
1941249372,261571,1
565161400,263446,1
1984929743,267306,1
1866022859,275128,1
394758168,294661,2
394758168,294661,3
1320984402,301506,1
1320984402,301506,2
1320984402,301506,3
1320984402,301506,4
449612235,305156,1
1637021799,305246,1
1637021799,305246,2
1637021799,305246,3
2068583461,308034,1
2068583461,308034,2
2068583461,308034,3
137166123,314243,1
137166123,314243,2
137166123,314243,3
137166123,314243,4
1253800827,314276,1
2092725748,317103,1
956682664,327500,1
1127193950,329309,1
745958128,330058,1
177579460,330379,2
177579460,330379,3
177579460,330379,5
1923236616,330884,2
974800016,334672,1
764973368,338084,1
764973368,338084,2
764973368,338084,3
17839189,343326,5
253234167,348447,1
253234167,348447,2
253234167,348447,3
919012536,353925,1
394740720,369153,1
766823516,372922,1
1974156747,374522,1
1974156747,374522,2
2052719165,376206,1
1881949588,380960,1
170212668,382120,1
18381,130,1
18381,130,2
539,341,1
19180,359,1
19180,359,3
32156,533,1
33180,1009,1
33180,1009,2
19157,1014,2
19157,1014,3
19157,1014,5
14766,1077,1
14766,1077,3
13765,1096,1
13765,1096,2
13765,1096,4
24623,1255,2
24623,1255,5
1144464298,1515,1
1144464298,1515,2
7457,1717,1
118198,1970,1
118198,1970,2
118198,1970,3
22693,2323,1
22693,2323,3
10090,2485,1
19714,3086,5
413569,3092,2
413569,3092,3
413569,3092,5
18231,3340,1
7665,3941,1
3685,4132,1
73914,5589,1
73914,5589,2
73914,5589,3
28636,6886,1
8464,7357,1
494131,9174,1
488559,9195,1
138575,9245,1
489767,10919,1
489767,10919,2
490378,11161,1
491115,11544,2
491115,11544,3
490713,12517,1
491870,13205,1
491870,13205,2
491870,13205,3
12078,23695,1
493388,27091,2
493388,27091,5
496000,27421,1
497078,28552,1
497078,28552,2
497078,28552,3
495764,30099,1
495764,30099,2
144066,30206,1
497431,37062,1
497431,37062,2
497431,37062,3
498668,55189,1
498668,55189,2
498668,55189,3
511665,74527,1
518238,75994,1
506414,103283,1
506468,103330,1
506468,103330,2
506468,103330,3
508662,105512,2
508662,105512,3
509181,108349,1
