stream_id,day_date_id,time_of_day_id,user_id,category_id,language_id,viewer_count,hours_watched
316615531104,20251230,1330,552120296,509658,en,39301,9825.25
316200885463,20251230,1330,207813352,509658,en,28565,7141.25
316554554974,20251230,1330,246450563,509658,en,21047,5261.75
316613435744,20251230,1330,1115293167,509658,pt,16024,4006.0
315045177302,20251230,1330,99899949,509658,ru,14872,3718.0
315516054498,20251230,1330,135468063,509658,fr,14136,3534.0
315166340205,20251230,1330,777707810,509658,ru,12079,3019.75
315063346772,20251230,1330,121072767,509658,ru,8837,2209.25
315514632290,20251230,1330,598713647,509658,en,8527,2131.75
316778260057,20251230,1330,83644032,509658,ru,7717,1929.25
316551159518,20251230,1330,41809323,509658,en,7496,1874.0
316201502167,20251230,1330,485587109,509658,en,6112,1528.0
315549227492,20251230,1330,797196666,509658,en,4363,1090.75
315779205221,20251230,1330,36620767,509658,cs,4089,1022.25
315046521302,20251230,1330,467031116,509658,ru,3890,972.5
315061342420,20251230,1330,65560166,509658,da,3842,960.5
315566365411,20251230,1330,110405254,509658,en,3351,837.75
315566832611,20251230,1330,504240742,509658,fr,3253,813.25
315625571687,20251230,1330,181713478,509658,it,3229,807.25
315779801445,20251230,1330,412742999,509658,it,3210,802.5
315546722532,20251230,1330,127129336,509658,fr,3175,793.75
316918266740,20251230,1330,119611214,509658,pt,2881,720.25
316553514462,20251230,1330,405288642,509658,en,2782,695.5
315278757233,20251230,1330,48962167,509658,ja,2729,682.25
315517236962,20251230,1330,132199022,509658,fr,2693,673.25
315044916822,20251230,1330,54742538,509658,ru,2600,650.0
316961281883,20251230,1330,432689780,509658,fr,2457,614.25
315170589802,20251230,1330,91967953,509658,zh,2451,612.75
316864027893,20251230,1330,228371036,509658,pt,2405,601.25
316959672539,20251230,1330,85875635,509658,en,2214,553.5
316201405015,20251230,1330,548281862,509658,en,2175,543.75
316615429984,20251230,1330,242209549,509658,it,2074,518.5
315565511779,20251230,1330,30857876,509658,es,2052,513.0
315621964135,20251230,1330,80384015,509658,nl,2007,501.75
315862524902,20251230,1330,1324582252,509658,de,1971,492.75
315040159313,20251230,1330,529626809,509658,es,1913,478.25
316918187764,20251230,1330,116706369,509658,es,1900,475.0
315566208483,20251230,1330,36094763,509658,fr,1867,466.75
315597562487,20251230,1330,82350088,509658,en,1826,456.5
315779282661,20251230,1330,506823694,509658,de,1807,451.75
315063750354,20251230,1330,23179441,509658,en,1773,443.25
315016968917,20251230,1330,14397255,509658,ru,1753,438.25
315547962212,20251230,1330,449743956,509658,fr,1714,428.5
315065730004,20251230,1330,418872086,509658,ru,1701,425.25
315861070182,20251230,1330,443360331,509658,it,1687,421.75
315066328660,20251230,1330,1182384271,509658,uk,1680,420.0
316202080983,20251230,1330,1394622809,509658,en,1651,412.75
315063408724,20251230,1330,203523774,509658,en,1638,409.5
316201398871,20251230,1330,856618797,509658,en,1616,404.0
316541341918,20251230,1330,684393848,509658,en,1583,395.75
315019424341,20251230,1330,424213510,509658,ru,1569,392.25
315019694165,20251230,1330,111181356,509658,ru,1550,387.5
315861298278,20251230,1330,173044445,509658,en,1543,385.75
315854811750,20251230,1330,38378829,509658,de,1521,380.25
315779139557,20251230,1330,51931241,509658,ru,1519,379.75
316842179034,20251230,1330,27586515,509658,en,1519,379.75
315044911190,20251230,1330,121706139,509658,ru,1508,377.0
315547706980,20251230,1330,104320683,509658,pt,1497,374.25
316864028277,20251230,1330,63602976,509658,pt,1395,348.75
315548290532,20251230,1330,212167812,509658,it,1386,346.5
